idx,config_id,true_energy,oob_model_count,energy_std_oob,source
227,0b87fe0e927164163e80d52f583462bdf8140bda,-64250.234375,3,0.11377508130584604,bi11-3
228,3cc518afc21592fa73de25543ec352be5045a845,-64250.234375,2,0.12734786613055382,bi11-3
229,0fe1f28d796c686556cf7a21df1fa5ebbd086895,-64251.390625,3,0.10750651668280561,bi11-3
230,7708666476202cadf092ecb4ff4e44d779fda758,-64251.61328125,3,0.05642905286098709,bi11-3
231,04436272c751eacfddb2437a0cad1d0b6cedede6,-64251.17578125,2,0.020193177590185987,bi11-3
232,46db0a59b55763f7a2e29db5704d24ef96f91c92,-64251.53515625,0,,bi11-3
233,d9514c681d34c757790f6f1c8c22e3140d8e4675,-64251.71875,3,0.05666995067064247,bi11-3
234,5b759631e8be8c4ff1ea546b4d8bd86f1b6566b9,-64251.36328125,5,0.10750090637230966,bi11-3
235,224fa82d179e35613085a11c0cd4eda93c15a24c,-64251.40625,5,0.10470968684699497,bi11-3
236,1b9674622c35ea4008ded87c1cb05ea9df6c7a96,-64251.58984375,1,0.0,bi11-3
237,5d634f055ff9a33cc7c99235898d4db7879f14ed,-64251.5,3,0.1477237611481253,bi11-3
238,0fe657daffb80667a6c9c4f4d59fe5b5da781604,-64251.4140625,2,0.0773185517673941,bi11-3
239,0f2256e99658aa144d6f32bec27209d509052f46,-64251.70703125,3,0.14154649542624143,bi11-3
240,dff6205e2bee8039738da70f78004ffaaa372522,-64251.63671875,2,0.13560506484012688,bi11-3
241,260eaf5415e549574d344ac3b2d4d1b56b0d1568,-64251.64453125,1,0.0,bi11-3
242,c14eb47bfeb524e2dad6e26f8879ed3badf342c4,-64251.2421875,2,0.13386381576989567,bi11-3
243,2cacc10dd8c4280a5c65547244b46ac9c8df77c1,-64251.5078125,5,0.10682474311173468,bi11-3
244,7dbb1e90528c490e1c18a0bd361deb5472bc7d20,-64251.24609375,1,0.0,bi11-3
245,d7d1e5456f0a55ea41fd54df41a6977f53eb6477,-64251.46484375,1,0.0,bi11-3
246,db51b5eb638eab4cc2322346e34093f2d1ab921d,-64251.2109375,2,0.11713429017061584,bi11-3
247,f80a5cada90cd55d0ea1f2a2ee2b0003c99fa5e8,-64251.4453125,4,0.06917653485655773,bi11-3
248,e5f2312d4197d50ff8c93313a187816a57276a81,-64251.56640625,2,0.11843072036239752,bi11-3
249,5e4049ec0e9cf301cc979439cae8ede904223c65,-64251.66015625,2,0.07620899902467919,bi11-3
250,ce57f72f0bbd03e3355a2d6a64f322b39de6ad30,-64251.27734375,2,0.13002268775453416,bi11-3
251,b09421cf419302dab158a45c7348f15603d23788,-64251.8515625,1,0.0,bi11-3
252,7fdaf266d3bcc562cd6654df927e9768d7442099,-64251.73046875,5,0.10806446904946862,bi11-3
253,5bc6e81e6a224a8cd5466ddfd4cd105cee57a35c,-64251.1796875,2,0.07367838190651092,bi11-3
254,edbfc1a5f11bb4bd49ea7eaa01c03b229dd1ab74,-64251.625,4,0.11877323926882566,bi11-3
255,13eff7d98d20376b7e440fcd8479b5be47aa0a4d,-64251.46484375,2,0.2026397295688553,bi11-3
256,a06fd8b7aa88f3cd88ac24d1eea53d7954f487ba,-64251.48828125,2,0.047982795391340635,bi11-3
257,ad7dc46a624cbf4d032015a3bb1c30ea1e507af1,-64250.77734375,5,0.11054708310265308,bi11-3
258,4c79a447f2ceb34ca085507adee46c1e806f0483,-64251.015625,1,0.0,bi11-3
259,9a6584d00153dd10a0f4defd1eb6a304719dbee4,-64251.14453125,2,0.13496964395979935,bi11-3
